Index,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,WindDirDegrees,energyConsumption,Date
1007,-1.8,-4.275,83.5,1005.825,6.125,315.0,26.0051,2012-02-11 23:00:00
1008,-3.9,-9.4,66.0,1007.9,8.0,320.0,25.92175,2012-02-12 00:00:00
1009,-5.0,-13.3,53.0,1009.3,11.3,340.0,26.5052,2012-02-12 01:00:00
1010,-6.1,-13.9,55.0,1010.6,14.5,330.0,27.3387,2012-02-12 02:00:00
1011,-6.1,-13.3,57.0,1011.4,16.1,340.0,27.25535,2012-02-12 03:00:00
1012,-6.7,-13.9,57.0,1012.1,16.1,310.0,27.08865,2012-02-12 04:00:00
1013,-7.2,-14.4,57.0,1013.0,16.1,300.0,27.3387,2012-02-12 05:00:00
1014,-7.8,-14.4,60.0,1013.5,16.1,290.0,29.3391,2012-02-12 06:00:00
1015,-6.7,-13.3,60.0,1014.1,16.1,290.0,27.75545,2012-02-12 07:00:00
1016,-5.6,-12.8,58.0,1014.3,16.1,290.0,28.58895,2012-02-12 08:00:00
1017,-3.9,-11.7,55.0,1014.1,14.5,300.0,28.58895,2012-02-12 09:00:00
1018,-2.2,-11.7,49.0,1013.6,16.1,290.0,28.839,2012-02-12 10:00:00
1019,-2.2,-11.7,49.0,1013.2,16.1,280.0,29.5058,2012-02-12 11:00:00
1020,-2.2,-12.2,47.0,1012.8,16.1,290.0,29.08905,2012-02-12 12:00:00
1021,-1.1,-11.7,45.0,1012.3,16.1,270.0,28.42225,2012-02-12 13:00:00
1022,-1.1,-11.7,45.0,1012.3,16.1,290.0,29.08905,2012-02-12 14:00:00
1023,-1.1,-11.7,45.0,1012.4,16.1,270.0,28.58895,2012-02-12 15:00:00
1024,-0.6,-11.1,46.0,1012.8,16.1,270.0,27.172,2012-02-12 16:00:00
1025,-1.1,-11.7,45.0,1013.7,16.1,280.0,28.58895,2012-02-12 17:00:00
1026,-1.7,-11.7,47.0,1014.8,16.1,260.0,28.92235,2012-02-12 18:00:00
1027,-1.7,-10.6,51.0,1015.6,16.1,280.0,27.75545,2012-02-12 19:00:00
1028,-1.7,-10.0,54.0,1016.5,16.1,300.0,27.5054,2012-02-12 20:00:00
1029,-2.2,-10.0,56.0,1017.0,16.1,290.0,27.58875,2012-02-12 21:00:00
1030,-2.2,-10.0,56.0,1017.4,16.1,260.0,27.172,2012-02-12 22:00:00
1031,-1.7,-10.0,54.0,1017.7,16.1,270.0,26.6719,2012-02-12 23:00:00
1032,-1.7,-10.0,54.0,1017.9,16.1,250.0,26.8386,2012-02-13 00:00:00
1033,-1.7,-10.6,51.0,1018.4,16.1,270.0,28.42225,2012-02-13 01:00:00
1034,-2.2,-10.6,53.0,1018.5,16.1,270.0,27.5054,2012-02-13 02:00:00
1035,-2.2,-10.6,53.0,1018.6,16.1,260.0,26.58855,2012-02-13 03:00:00
1036,-2.8,-10.0,58.0,1019.1,16.1,230.0,27.25535,2012-02-13 04:00:00
1037,-3.9,-10.6,60.0,1019.3,16.1,220.0,32.8398,2012-02-13 05:00:00
1038,-4.4,-10.6,62.0,1019.8,16.1,220.0,39.8411583333,2012-02-13 06:00:00
1039,-3.3,-10.0,60.0,1020.0,16.1,240.0,45.6756,2012-02-13 07:00:00
1040,-1.7,-9.4,56.0,1020.0,16.1,260.0,51.1767,2012-02-13 08:00:00
1041,-1.1,-9.4,54.0,1020.1,16.1,260.0,55.92765,2012-02-13 09:00:00
1042,0.6,-9.4,48.0,1019.5,16.1,290.0,57.1779,2012-02-13 10:00:00
1043,1.7,-9.4,44.0,1018.4,16.1,0.0,57.5113,2012-02-13 11:00:00
1044,3.3,-9.4,39.0,1017.6,16.1,250.0,56.5111,2012-02-13 12:00:00
1045,4.4,-9.4,36.0,1017.1,16.1,260.0,55.92765,2012-02-13 13:00:00
1046,5.6,-9.4,34.0,1016.9,16.1,270.0,55.8443,2012-02-13 14:00:00
1047,6.1,-8.3,35.0,1016.6,16.1,240.0,54.6774,2012-02-13 15:00:00
1048,5.6,-8.3,37.0,1016.8,16.1,240.0,52.09355,2012-02-13 16:00:00
1049,5.0,-7.8,40.0,1017.4,16.1,240.0,49.09295,2012-02-13 17:00:00
1050,2.2,-7.2,50.0,1017.8,16.1,200.0,43.3418,2012-02-13 18:00:00
1051,2.2,-6.7,52.0,1018.0,16.1,220.0,38.1742,2012-02-13 19:00:00
1052,2.8,-6.7,50.0,1018.2,16.1,220.0,35.25695,2012-02-13 20:00:00
1053,2.2,-6.7,52.0,1018.4,16.1,0.0,31.1728,2012-02-13 21:00:00
1054,1.7,-6.1,57.0,1018.5,16.1,210.0,27.6721,2012-02-13 22:00:00
1055,2.2,-6.7,52.0,1018.6,16.1,230.0,26.5052,2012-02-13 23:00:00
1056,0.6,-6.1,61.0,1018.6,16.1,0.0,26.08845,2012-02-14 00:00:00
1057,0.0,-5.0,69.0,1019.1,16.1,0.0,26.1718,2012-02-14 01:00:00
1058,0.6,-5.6,64.0,1018.8,16.1,0.0,26.0051,2012-02-14 02:00:00
1059,0.6,-5.0,66.0,1018.6,16.1,0.0,25.8384,2012-02-14 03:00:00
1060,-0.6,-3.9,79.0,1019.0,16.1,0.0,26.25515,2012-02-14 04:00:00
1061,-0.6,-4.4,76.0,1019.1,16.1,0.0,30.42265,2012-02-14 05:00:00
1062,-1.1,-3.9,82.0,1019.5,16.1,0.0,38.0074583333,2012-02-14 06:00:00
1063,1.1,-4.4,67.0,1019.9,16.1,0.0,44.6754,2012-02-14 07:00:00
1064,3.3,-4.4,57.0,1020.1,16.1,0.0,48.5095,2012-02-14 08:00:00
1065,3.3,-3.3,62.0,1019.7,16.1,0.0,52.59365,2012-02-14 09:00:00
1066,5.0,-3.9,53.0,1019.5,16.1,40.0,53.42715,2012-02-14 10:00:00
1067,5.6,-6.7,41.0,1018.9,16.1,90.0,55.26085,2012-02-14 11:00:00
1068,7.8,-6.1,37.0,1017.5,16.1,200.0,56.3444,2012-02-14 12:00:00
1069,9.4,-3.9,39.0,1016.2,16.1,130.0,55.8443,2012-02-14 13:00:00
1070,11.1,-5.0,32.0,1015.4,16.1,210.0,55.8443,2012-02-14 14:00:00
1071,11.1,-4.4,34.0,1015.3,16.1,220.0,54.42735,2012-02-14 15:00:00
1072,9.4,-2.2,44.0,1015.8,16.1,170.0,52.76035,2012-02-14 16:00:00
1073,8.3,-1.7,50.0,1016.3,16.1,0.0,48.92625,2012-02-14 17:00:00
1074,7.8,-1.7,51.0,1017.0,16.1,0.0,42.6750166667,2012-02-14 18:00:00
1075,5.6,1.7,76.0,1017.8,16.1,0.0,37.8407916667,2012-02-14 19:00:00
1076,5.0,1.7,79.0,1018.0,16.1,160.0,35.25695,2012-02-14 20:00:00
1077,5.0,2.2,82.0,1017.8,16.1,0.0,31.75625,2012-02-14 21:00:00
1078,5.0,1.7,79.0,1017.7,16.1,0.0,29.5058,2012-02-14 22:00:00
1079,4.4,2.2,86.0,1017.5,16.1,0.0,28.42225,2012-02-14 23:00:00
1080,4.4,1.7,83.0,1017.4,16.1,100.0,28.1722,2012-02-15 00:00:00
1081,3.9,2.2,89.0,1017.7,16.1,0.0,28.1722,2012-02-15 01:00:00
1082,3.9,1.7,86.0,1017.4,16.1,0.0,27.92215,2012-02-15 02:00:00
1083,4.4,1.7,83.0,1017.5,16.1,70.0,28.0055,2012-02-15 03:00:00
1084,4.4,2.2,86.0,1018.1,16.1,0.0,28.3389,2012-02-15 04:00:00
1085,3.9,2.2,89.0,1018.8,16.1,0.0,32.08965,2012-02-15 05:00:00
1086,,,,,,,38.5075583333,2012-02-15 06:00:00
1087,4.5,2.1,84.5,1020.25,16.1,175.0,42.75835,2012-02-15 07:00:00
1088,5.0,2.2,82.0,1021.2,12.9,340.0,47.5093,2012-02-15 08:00:00
1089,5.6,2.2,79.0,1021.9,12.9,330.0,53.59385,2012-02-15 09:00:00
1090,5.6,2.8,82.0,1022.5,11.3,320.0,55.76095,2012-02-15 10:00:00
1091,6.05,2.1,76.0,1022.9,11.3,330.0,56.42775,2012-02-15 11:00:00
1092,,,,,,,57.5113,2012-02-15 12:00:00
1093,7.2,2.2,71.0,1022.7,16.1,0.0,56.8445,2012-02-15 13:00:00
1094,8.9,1.7,61.0,1022.4,16.1,360.0,56.26105,2012-02-15 14:00:00
1095,8.1,1.3666666666666665,63.0,1022.8,16.1,326.6666666666667,55.3442,2012-02-15 15:00:00
1096,7.8,0.6,61.0,1023.5,16.1,330.0,54.09395,2012-02-15 16:00:00
1097,7.8,-0.6,56.0,1024.4,16.1,330.0,51.26005,2012-02-15 17:00:00
1098,7.2,0.0,60.0,1025.4,16.1,330.0,44.1753083333,2012-02-15 18:00:00
1099,6.1,-1.1,60.0,1025.4,16.1,330.0,38.7576166667,2012-02-15 19:00:00
1100,2.8,-1.7,73.0,1025.7,16.1,0.0,34.25675,2012-02-15 20:00:00
1101,0.0,-2.2,85.0,1025.9,16.1,0.0,30.3393,2012-02-15 21:00:00
1102,-0.6,-2.8,85.0,1025.7,16.1,0.0,27.42205,2012-02-15 22:00:00
1103,-1.1,-2.8,88.0,1026.0,14.5,0.0,26.1718,2012-02-15 23:00:00
1104,-1.7,-2.8,92.0,1026.5,11.3,0.0,25.75505,2012-02-16 00:00:00
1105,-1.7,-2.8,92.0,1026.1,11.3,0.0,25.92175,2012-02-16 01:00:00
1106,,,,,,,26.92195,2012-02-16 02:00:00
1107,-1.7,-2.8,92.0,1025.8,12.9,0.0,27.25535,2012-02-16 03:00:00
1108,,,,,,,27.3387,2012-02-16 04:00:00
1109,-1.1,-2.2,92.0,1025.7,12.9,0.0,31.58955,2012-02-16 05:00:00
1110,-0.6,-1.7,92.0,1026.0,12.9,0.0,39.3410583333,2012-02-16 06:00:00
1111,0.6,-1.1,89.0,1025.2,11.3,0.0,44.92545,2012-02-16 07:00:00
1112,2.2,0.0,86.0,1025.6,12.9,0.0,49.42635,2012-02-16 08:00:00
1113,2.8,0.0,82.0,1025.1,12.9,0.0,54.6774,2012-02-16 09:00:00
1114,4.4,0.0,73.0,1025.7,16.1,0.0,56.59445,2012-02-16 10:00:00
1115,,,,,,,57.09455,2012-02-16 11:00:00
1116,6.1,1.7,74.0,1022.3,16.1,100.0,57.8447,2012-02-16 12:00:00
1117,6.7,1.7,71.0,1021.7,16.1,200.0,57.59465,2012-02-16 13:00:00
1118,6.1,2.8,80.0,1021.4,12.9,160.0,56.42775,2012-02-16 14:00:00
1119,,,,,,,55.3442,2012-02-16 15:00:00
1120,5.6,4.4,92.0,1019.5,6.4,150.0,53.6772,2012-02-16 16:00:00
1121,5.0,4.4,96.0,1018.4,9.7,140.0,50.09315,2012-02-16 17:00:00
1122,,,,,,,43.4251583333,2012-02-16 18:00:00
1123,5.0,3.9,93.0,1019.4,6.4,150.0,39.1743666667,2012-02-16 19:00:00
1124,5.0,4.2,94.5,1018.45,7.2,55.0,36.09045,2012-02-16 20:00:00
1125,5.0,4.133333333333334,94.0,1017.7999999999998,4.266666666666667,0.0,32.5064,2012-02-16 21:00:00
1126,5.0,4.1,93.75,1017.375,3.4000000000000004,0.0,29.58915,2012-02-16 22:00:00
1127,5.0,4.08,93.6,1017.02,2.8,0.0,28.08885,2012-02-16 23:00:00
1128,5.0,4.1,93.75,1016.55,2.3,0.0,27.92215,2012-02-17 00:00:00
1129,5.0,4.4,96.0,1015.9,2.4,0.0,27.75545,2012-02-17 01:00:00
1130,5.0,4.133333333333334,94.0,1015.8333333333334,1.2,0.0,27.8388,2012-02-17 02:00:00
1131,5.0,4.4,96.0,1015.5,0.4,0.0,28.1722,2012-02-17 03:00:00
1132,5.0,4.4,96.0,1015.7,0.4,0.0,27.92215,2012-02-17 04:00:00
1133,5.8,5.0,94.5,1015.9,2.0,125.0,31.3395,2012-02-17 05:00:00
1134,6.025,5.9,99.25,1016.55,4.0,137.5,39.1743583333,2012-02-17 06:00:00
1135,6.05,5.8,98.5,1017.15,3.6,275.0,43.59185,2012-02-17 07:00:00
1136,6.35,5.0,91.0,1017.7,4.8,280.0,47.5093,2012-02-17 08:00:00
1137,8.9,2.2,63.0,1017.1,16.1,300.0,53.1771,2012-02-17 09:00:00
1138,8.9,1.1,58.0,1016.7,16.1,0.0,55.5109,2012-02-17 10:00:00
1139,10.0,-0.6,48.0,1016.1,16.1,300.0,56.42775,2012-02-17 11:00:00
1140,10.6,-0.6,46.0,1015.2,16.1,0.0,56.1777,2012-02-17 12:00:00
1141,11.1,-2.8,38.0,1014.6,16.1,330.0,56.26105,2012-02-17 13:00:00
1142,11.1,-3.9,35.0,1014.7,16.1,280.0,55.92765,2012-02-17 14:00:00
1143,10.6,-5.6,32.0,1015.1,16.1,290.0,55.3442,2012-02-17 15:00:00
1144,,,,,,,51.92685,2012-02-17 16:00:00
1145,8.3,-6.1,36.0,1016.5,16.1,310.0,46.8425,2012-02-17 17:00:00
1146,7.2,-5.6,40.0,1016.8,16.1,290.0,40.1745416667,2012-02-17 18:00:00
1147,6.1,-5.0,45.0,1017.3,16.1,0.0,35.1736,2012-02-17 19:00:00
1148,3.9,-5.0,53.0,1017.5,16.1,0.0,32.75645,2012-02-17 20:00:00
1149,1.1,-3.9,70.0,1017.4,16.1,210.0,29.58915,2012-02-17 21:00:00
1150,1.1,-3.9,70.0,1017.1,16.1,220.0,27.3387,2012-02-17 22:00:00
1151,,,,,,,25.6717,2012-02-17 23:00:00
1152,3.9,-4.4,55.0,1017.5,16.1,260.0,25.58835,2012-02-18 00:00:00
1153,3.3,-4.4,57.0,1018.3,16.1,280.0,25.42165,2012-02-18 01:00:00
1154,2.8,-5.0,57.0,1018.6,16.1,310.0,25.42165,2012-02-18 02:00:00
1155,1.7,-5.0,61.0,1018.9,16.1,320.0,25.25495,2012-02-18 03:00:00
1156,1.7,-6.1,57.0,1019.7,16.1,320.0,25.25495,2012-02-18 04:00:00
1157,0.6,-6.1,61.0,1019.4,16.1,0.0,25.505,2012-02-18 05:00:00
1158,-1.7,-6.1,72.0,1019.2,16.1,0.0,27.08865,2012-02-18 06:00:00
1159,-0.6,-4.4,76.0,1019.6,16.1,0.0,28.08885,2012-02-18 07:00:00
1160,3.3,-5.0,55.0,1019.4,16.1,180.0,31.25615,2012-02-18 08:00:00
1161,4.4,-7.2,43.0,1018.7,16.1,0.0,35.75705,2012-02-18 09:00:00
1162,6.7,-7.2,37.0,1018.4,16.1,220.0,37.0073,2012-02-18 10:00:00
1163,7.2,-7.8,34.0,1017.5,16.1,220.0,36.8406,2012-02-18 11:00:00
1164,,,,,,,36.59055,2012-02-18 12:00:00
1165,10.6,-6.1,31.0,1014.0,16.1,210.0,34.0067,2012-02-18 13:00:00
1166,10.6,-5.6,32.0,1013.0,16.1,230.0,28.92235,2012-02-18 14:00:00
1167,10.6,-3.9,36.0,1012.5,16.1,230.0,28.42225,2012-02-18 15:00:00
1168,10.0,-2.8,41.0,1012.4,16.1,220.0,28.1722,2012-02-18 16:00:00
1169,8.3,-2.2,48.0,1013.2,16.1,190.0,27.58875,2012-02-18 17:00:00
1170,7.8,-0.6,56.0,1014.4,16.1,340.0,26.5052,2012-02-18 18:00:00
1171,,,,,,,26.8386,2012-02-18 19:00:00
1172,,,,,,,26.5052,2012-02-18 20:00:00
1173,6.7,-0.6,60.0,1017.1,16.1,330.0,25.8384,2012-02-18 21:00:00
1174,5.6,-2.8,55.0,1017.8,16.1,340.0,26.1718,2012-02-18 22:00:00
1175,4.4,-3.9,55.0,1018.0,16.1,310.0,26.0051,2012-02-18 23:00:00
1176,3.3,-3.9,60.0,1018.1,16.1,330.0,25.92175,2012-02-19 00:00:00
1177,2.8,-4.4,59.0,1018.5,16.1,0.0,26.08845,2012-02-19 01:00:00
1178,2.2,-4.4,62.0,1018.4,16.1,330.0,26.0051,2012-02-19 02:00:00
1179,1.7,-5.0,61.0,1018.1,16.1,330.0,26.25515,2012-02-19 03:00:00
1180,1.1,-5.0,64.0,1018.3,16.1,280.0,26.08845,2012-02-19 04:00:00
1181,0.6,-5.0,66.0,1018.2,16.1,0.0,26.5052,2012-02-19 05:00:00
1182,0.0,-5.0,69.0,1018.4,16.1,340.0,27.25535,2012-02-19 06:00:00
1183,,,,,,,27.08865,2012-02-19 07:00:00
1184,2.2,-4.4,62.0,1019.1,16.1,30.0,26.92195,2012-02-19 08:00:00
1185,3.9,-4.4,55.0,1019.4,16.1,20.0,27.75545,2012-02-19 09:00:00
1186,5.0,-3.9,53.0,1019.2,16.1,20.0,28.5056,2012-02-19 10:00:00
1187,5.6,-4.4,49.0,1018.5,16.1,0.0,28.42225,2012-02-19 11:00:00
1188,6.7,-5.0,43.0,1017.6,16.1,20.0,28.0055,2012-02-19 12:00:00
1189,6.7,-5.6,42.0,1016.3,16.1,20.0,28.42225,2012-02-19 13:00:00
1190,7.2,-5.6,40.0,1015.8,16.1,30.0,28.08885,2012-02-19 14:00:00
1191,7.8,-6.1,37.0,1015.0,16.1,10.0,27.8388,2012-02-19 15:00:00
1192,5.6,-6.7,41.0,1014.9,16.1,30.0,26.92195,2012-02-19 16:00:00
1193,4.4,-6.1,47.0,1014.8,16.1,50.0,27.172,2012-02-19 17:00:00
1194,,,,,,,26.92195,2012-02-19 18:00:00
1195,3.9,-6.1,49.0,1013.4,16.1,60.0,26.6719,2012-02-19 19:00:00
1196,3.3,-5.6,53.0,1014.0,16.1,0.0,26.75525,2012-02-19 20:00:00
1197,,,,,,,26.0051,2012-02-19 21:00:00
1198,,,,,,,26.08845,2012-02-19 22:00:00
1199,3.3,-5.0,55.0,1014.2,16.1,10.0,26.08845,2012-02-19 23:00:00
1200,2.8,-6.1,52.0,1014.7,16.1,10.0,26.08845,2012-02-20 00:00:00
1201,2.8,-6.7,50.0,1015.1,16.1,20.0,26.1718,2012-02-20 01:00:00
1202,2.2,-6.7,52.0,1015.2,16.1,10.0,26.08845,2012-02-20 02:00:00
1203,1.7,-6.7,54.0,1015.6,16.1,10.0,26.08845,2012-02-20 03:00:00
1204,1.1,-6.1,59.0,1016.3,16.1,360.0,26.25515,2012-02-20 04:00:00
1205,1.1,-6.7,56.0,1017.6,16.1,360.0,30.0059,2012-02-20 05:00:00
1206,0.6,-6.7,59.0,1018.8,16.1,360.0,37.3406583333,2012-02-20 06:00:00
1207,0.6,-6.7,59.0,1019.6,16.1,360.0,40.9246666667,2012-02-20 07:00:00
1208,1.1,-6.7,56.0,1020.7,16.1,360.0,43.0084,2012-02-20 08:00:00
1209,2.2,-7.2,50.0,1021.7,16.1,340.0,45.92565,2012-02-20 09:00:00
1210,3.3,-7.2,47.0,1022.9,16.1,340.0,47.92605,2012-02-20 10:00:00
1211,5.0,-7.8,40.0,1023.2,16.1,360.0,48.3428,2012-02-20 11:00:00
1212,6.1,-8.3,35.0,1022.6,16.1,320.0,48.8429,2012-02-20 12:00:00
1213,7.2,-8.3,33.0,1022.7,16.1,320.0,48.92625,2012-02-20 13:00:00
1214,,,,,,,48.92625,2012-02-20 14:00:00
1215,8.3,-7.2,33.0,1022.9,16.1,320.0,48.0094,2012-02-20 15:00:00
1216,7.8,-8.3,31.0,1023.3,16.1,330.0,46.8425,2012-02-20 16:00:00
1217,6.7,-8.3,34.0,1024.3,16.1,270.0,44.75875,2012-02-20 17:00:00
1218,5.0,-7.8,40.0,1025.0,16.1,0.0,40.4245833333,2012-02-20 18:00:00
1219,2.2,-7.2,50.0,1026.1,16.1,0.0,36.25715,2012-02-20 19:00:00
1220,-0.6,-6.7,64.0,1027.1,16.1,0.0,34.0067,2012-02-20 20:00:00
1221,,,,,,,31.6729,2012-02-20 21:00:00
1222,-1.1,-8.9,56.0,1027.5,16.1,20.0,29.5058,2012-02-20 22:00:00
1223,-3.3,-8.3,69.0,1027.9,16.1,0.0,28.0055,2012-02-20 23:00:00
1224,-3.9,-7.2,78.0,1028.3,16.1,0.0,27.5054,2012-02-21 00:00:00
1225,-3.9,-8.9,69.0,1027.8,16.1,0.0,27.25535,2012-02-21 01:00:00
1226,-5.6,-8.9,78.0,1027.8,16.1,0.0,27.08865,2012-02-21 02:00:00
1227,-5.0,-8.3,78.0,1027.9,16.1,0.0,27.172,2012-02-21 03:00:00
1228,-4.4,-7.8,77.0,1027.7,16.1,0.0,27.5054,2012-02-21 04:00:00
1229,-4.4,-7.2,81.0,1027.1,16.1,0.0,32.0063,2012-02-21 05:00:00
1230,-5.6,-8.3,82.0,1026.8,16.1,0.0,39.9245083333,2012-02-21 06:00:00
1231,-1.7,-6.7,69.0,1026.9,16.1,0.0,45.09215,2012-02-21 07:00:00
1232,2.2,-5.0,59.0,1027.0,16.1,0.0,50.0098,2012-02-21 08:00:00
1233,5.6,-3.9,51.0,1026.2,16.1,140.0,56.6778,2012-02-21 09:00:00
1234,8.3,-3.3,44.0,1025.4,16.1,190.0,58.0114,2012-02-21 10:00:00
1235,,,,,,,58.09475,2012-02-21 11:00:00
1236,10.0,-3.9,38.0,1022.0,16.1,190.0,59.09495,2012-02-21 12:00:00
1237,11.1,-3.9,35.0,1019.6,16.1,180.0,58.0114,2012-02-21 13:00:00
1238,10.0,-2.2,43.0,1017.8,16.1,150.0,56.92785,2012-02-21 14:00:00
1239,8.9,-1.7,48.0,1016.7,16.1,180.0,55.26085,2012-02-21 15:00:00
1240,8.3,0.0,56.0,1015.7,16.1,180.0,53.3438,2012-02-21 16:00:00
1241,7.8,1.1,63.0,1015.2,16.1,190.0,50.59325,2012-02-21 17:00:00
1242,7.8,2.2,68.0,1014.4,16.1,190.0,43.59185,2012-02-21 18:00:00
1243,,,,,,,38.8409833333,2012-02-21 19:00:00
1244,6.1,2.8,80.0,1014.0,16.1,190.0,36.59055,2012-02-21 20:00:00
1245,6.7,3.3,79.0,1013.4,16.1,0.0,32.8398,2012-02-21 21:00:00
1246,6.7,3.3,79.0,1012.3,16.1,0.0,29.25575,2012-02-21 22:00:00
1247,5.6,2.8,82.0,1011.5,16.1,0.0,26.58855,2012-02-21 23:00:00
1248,6.7,3.9,82.0,1010.5,16.1,200.0,26.3385,2012-02-22 00:00:00
1249,7.2,4.4,82.0,1009.9,16.1,210.0,26.75525,2012-02-22 01:00:00
1250,5.6,3.3,85.0,1009.2,16.1,0.0,26.6719,2012-02-22 02:00:00
1251,7.8,4.4,79.0,1008.6,16.1,220.0,26.42185,2012-02-22 03:00:00
1252,7.2,3.9,80.0,1008.4,16.1,260.0,27.0053,2012-02-22 04:00:00
1253,6.1,3.3,82.0,1008.6,16.1,230.0,30.58935,2012-02-22 05:00:00
1254,5.0,2.8,86.0,1008.9,16.1,220.0,38.1741583333,2012-02-22 06:00:00
1255,6.7,3.3,79.0,1009.4,16.1,240.0,44.1753,2012-02-22 07:00:00
1256,8.9,2.2,63.0,1009.8,16.1,280.0,48.59285,2012-02-22 08:00:00
1257,10.6,1.1,52.0,1009.8,16.1,240.0,55.09415,2012-02-22 09:00:00
1258,12.2,-1.7,38.0,1009.2,16.1,270.0,57.09455,2012-02-22 10:00:00
1259,13.3,-2.2,34.0,1007.6,16.1,260.0,56.5111,2012-02-22 11:00:00
1260,13.9,-2.8,32.0,1006.1,16.1,240.0,57.76135,2012-02-22 12:00:00
1261,15.0,-2.8,29.0,1005.1,16.1,250.0,57.5113,2012-02-22 13:00:00
1262,15.6,-2.8,28.0,1003.7,16.1,220.0,57.1779,2012-02-22 14:00:00
1263,15.0,-0.6,35.0,1003.0,16.1,200.0,56.8445,2012-02-22 15:00:00
1264,14.4,0.6,39.0,1002.7,16.1,210.0,55.59425,2012-02-22 16:00:00
1265,12.2,2.2,51.0,1002.7,16.1,190.0,51.6768,2012-02-22 17:00:00
1266,11.1,3.3,59.0,1002.6,16.1,160.0,44.25865,2012-02-22 18:00:00
1267,9.4,3.3,66.0,1001.8,16.1,160.0,39.4244,2012-02-22 19:00:00
1268,10.0,3.9,66.0,1000.9,16.1,170.0,36.59055,2012-02-22 20:00:00
1269,9.4,3.3,66.0,999.8,16.1,170.0,32.5064,2012-02-22 21:00:00
1270,10.0,3.3,63.0,998.5,16.1,190.0,28.839,2012-02-22 22:00:00
1271,9.4,3.3,66.0,998.2,16.1,0.0,27.42205,2012-02-22 23:00:00
1272,8.9,3.3,68.0,997.6,16.1,180.0,27.3387,2012-02-23 00:00:00
1273,11.1,3.9,61.0,996.9,16.1,200.0,27.08865,2012-02-23 01:00:00
1274,11.1,5.6,69.0,996.1,16.1,210.0,27.25535,2012-02-23 02:00:00
1275,11.1,6.1,71.0,995.8,16.1,220.0,27.0053,2012-02-23 03:00:00
1276,10.0,6.1,77.0,996.3,16.1,230.0,27.58875,2012-02-23 04:00:00
1277,10.0,6.7,80.0,996.7,16.1,230.0,30.92275,2012-02-23 05:00:00
1278,10.0,6.1,77.0,997.2,16.1,230.0,38.2575083333,2012-02-23 06:00:00
1279,10.6,6.1,74.0,998.8,16.1,240.0,44.1753,2012-02-23 07:00:00
1280,12.8,5.0,59.0,999.9,16.1,250.0,49.1763,2012-02-23 08:00:00
1281,13.9,2.8,47.0,1000.5,16.1,250.0,55.5109,2012-02-23 09:00:00
1282,14.4,2.2,44.0,1000.6,16.1,250.0,57.76135,2012-02-23 10:00:00
1283,15.0,1.7,41.0,1001.0,16.1,280.0,60.3452,2012-02-23 11:00:00
1284,15.6,0.6,36.0,1000.4,16.1,300.0,60.92865,2012-02-23 12:00:00
1285,16.1,-2.8,27.0,1000.5,16.1,270.0,61.42875,2012-02-23 13:00:00
1286,16.1,-5.0,23.0,1001.5,16.1,290.0,60.8453,2012-02-23 14:00:00
1287,16.1,-5.6,22.0,1003.0,16.1,260.0,59.92845,2012-02-23 15:00:00
1288,15.6,-5.6,23.0,1004.1,16.1,300.0,58.3448,2012-02-23 16:00:00
1289,13.3,-4.4,29.0,1004.6,16.1,320.0,53.59385,2012-02-23 17:00:00
1290,9.4,-3.3,41.0,1004.9,16.1,0.0,45.3422,2012-02-23 18:00:00
1291,8.9,-2.2,46.0,1005.7,16.1,120.0,39.2577083333,2012-02-23 19:00:00
1292,7.2,-1.1,56.0,1006.4,16.1,50.0,37.0073,2012-02-23 20:00:00
1293,8.3,-1.1,52.0,1006.7,16.1,0.0,33.1732,2012-02-23 21:00:00
1294,9.4,-1.1,48.0,1006.5,14.5,90.0,29.8392,2012-02-23 22:00:00
1295,9.4,-0.6,50.0,1005.5,16.1,90.0,27.75545,2012-02-23 23:00:00
1296,8.9,-1.7,48.0,1003.7,16.1,90.0,28.42225,2012-02-24 00:00:00
1297,8.9,-1.1,50.0,1003.3,16.1,100.0,28.08885,2012-02-24 01:00:00
1298,8.9,-1.1,50.0,1002.9,16.1,80.0,28.25555,2012-02-24 02:00:00
1299,6.7,2.2,73.0,1003.4,9.7,350.0,28.0055,2012-02-24 03:00:00
1300,6.025,3.6,84.5,1003.3,8.675,122.5,28.08885,2012-02-24 04:00:00
1301,6.025,3.975,86.75,1002.525,16.1,70.0,30.6727,2012-02-24 05:00:00
1302,5.6,3.3,85.0,1002.5,9.7,70.0,38.5075583333,2012-02-24 06:00:00
1303,5.0,3.3,89.0,1003.0,12.9,80.0,43.92525,2012-02-24 07:00:00
1304,5.0,3.3,89.0,1003.2,16.1,60.0,47.92605,2012-02-24 08:00:00
1305,5.6,3.9,89.0,1001.8,16.1,80.0,54.09395,2012-02-24 09:00:00
1306,6.1,3.9,86.0,1002.0,16.1,90.0,55.59425,2012-02-24 10:00:00
1307,6.1,4.4,89.0,1001.1,12.9,80.0,56.3444,2012-02-24 11:00:00
1308,6.7,5.0,89.0,1000.0,8.0,80.0,56.3444,2012-02-24 12:00:00
1309,6.7,5.6,93.0,998.7,6.4,90.0,56.011,2012-02-24 13:00:00
1310,7.2,5.6,90.0,997.3,4.8,90.0,55.76095,2012-02-24 14:00:00
